"plot_ID","lat","lon","level1_ecoregion"
66958095010661,37.315276,-89.344594,"EASTERN TEMPERATE FORESTS"
66970097010661,37.894342,-88.794595,"EASTERN TEMPERATE FORESTS"
66971277010661,37.625691,-88.280006,"EASTERN TEMPERATE FORESTS"
66940078010661,37.865692,-89.583729,"EASTERN TEMPERATE FORESTS"
66940294010661,37.645961,-89.3835,"EASTERN TEMPERATE FORESTS"
66939953010661,37.663309,-89.190468,"EASTERN TEMPERATE FORESTS"
66982699010661,37.470825,-88.506774,"EASTERN TEMPERATE FORESTS"
66981995010661,37.523181,-88.641973,"EASTERN TEMPERATE FORESTS"
66990631010661,37.579359,-89.373905,"EASTERN TEMPERATE FORESTS"
66990414010661,37.426082,-89.292247,"EASTERN TEMPERATE FORESTS"
66995342010661,37.655501,-89.067512,"EASTERN TEMPERATE FORESTS"
66960261010661,39.001924,-90.618779,"EASTERN TEMPERATE FORESTS"
66959987010661,39.316113,-90.623282,"EASTERN TEMPERATE FORESTS"
66969159010661,38.934001,-88.877814,"EASTERN TEMPERATE FORESTS"
66971862010661,39.48236,-90.259725,"EASTERN TEMPERATE FORESTS"
66940401010661,39.168043,-88.17122,"EASTERN TEMPERATE FORESTS"
66941236010661,38.989074,-90.468312,"EASTERN TEMPERATE FORESTS"
66953445010661,38.515581,-88.884203,"EASTERN TEMPERATE FORESTS"
66988652010661,39.566372,-88.916092,"EASTERN TEMPERATE FORESTS"
66960718010661,42.181261,-89.831343,"EASTERN TEMPERATE FORESTS"
66967323010661,41.819726,-88.149118,"EASTERN TEMPERATE FORESTS"
66973140010661,40.656682,-90.994801,"EASTERN TEMPERATE FORESTS"
66943860010661,41.18145,-88.067655,"EASTERN TEMPERATE FORESTS"
66946157010661,41.189038,-88.886401,"EASTERN TEMPERATE FORESTS"
66945859010661,41.337717,-88.832369,"EASTERN TEMPERATE FORESTS"
66945993010661,41.333094,-88.674397,"EASTERN TEMPERATE FORESTS"
66949254010661,40.368488,-90.780697,"EASTERN TEMPERATE FORESTS"
66949868010661,42.438263,-88.241097,"EASTERN TEMPERATE FORESTS"
66980655010661,39.472888,-90.64179,"EASTERN TEMPERATE FORESTS"
66987811010661,40.004104,-90.592484,"EASTERN TEMPERATE FORESTS"
66994199010661,41.817296,-89.958077,"EASTERN TEMPERATE FORESTS"
70018504010661,37.304351,-89.287348,"EASTERN TEMPERATE FORESTS"
70018573010661,37.209772,-89.354753,"EASTERN TEMPERATE FORESTS"
70024665010661,37.988608,-89.042725,"EASTERN TEMPERATE FORESTS"
70017115010661,37.497394,-88.149447,"EASTERN TEMPERATE FORESTS"
70017224010661,37.572329,-88.275051,"EASTERN TEMPERATE FORESTS"
69999940010661,37.696446,-89.328194,"EASTERN TEMPERATE FORESTS"
70009891010661,37.398249,-88.6664,"EASTERN TEMPERATE FORESTS"
70009967010661,37.231909,-88.552318,"EASTERN TEMPERATE FORESTS"
70009787010661,37.486516,-88.460205,"EASTERN TEMPERATE FORESTS"
70013381010661,37.540451,-89.199666,"EASTERN TEMPERATE FORESTS"
70015821010661,37.686727,-88.852001,"EASTERN TEMPERATE FORESTS"
70018665010661,38.921,-89.51553,"EASTERN TEMPERATE FORESTS"
70020863010661,39.468892,-87.721904,"EASTERN TEMPERATE FORESTS"
70021467010661,38.639258,-88.528777,"EASTERN TEMPERATE FORESTS"
70021642010661,38.435738,-89.676551,"EASTERN TEMPERATE FORESTS"
70022554010661,38.990052,-87.5863,"EASTERN TEMPERATE FORESTS"
70023766010661,39.089297,-88.655561,"EASTERN TEMPERATE FORESTS"
70024405010661,39.096622,-88.820397,"EASTERN TEMPERATE FORESTS"
70000522010661,38.154318,-88.831597,"EASTERN TEMPERATE FORESTS"
70000431010661,38.284502,-88.992806,"EASTERN TEMPERATE FORESTS"
70000795010661,39.155531,-90.519021,"EASTERN TEMPERATE FORESTS"
70003767010661,39.192243,-90.024813,"EASTERN TEMPERATE FORESTS"
70010854010661,38.646389,-88.056971,"EASTERN TEMPERATE FORESTS"
70019308010661,39.882261,-90.7917,"EASTERN TEMPERATE FORESTS"
70019923010661,42.16113,-89.968849,"EASTERN TEMPERATE FORESTS"
70023086010661,40.177501,-88.768116,"EASTERN TEMPERATE FORESTS"
70024920010661,40.601199,-89.961773,"EASTERN TEMPERATE FORESTS"
70017467010661,41.010287,-90.92062,"EASTERN TEMPERATE FORESTS"
70000903010661,42.439424,-90.531291,"EASTERN TEMPERATE FORESTS"
70001063010661,42.443866,-90.039606,"EASTERN TEMPERATE FORESTS"
70006069010661,42.301044,-88.464524,"EASTERN TEMPERATE FORESTS"
70006857010661,40.029555,-88.783265,"EASTERN TEMPERATE FORESTS"
70008236010661,41.946564,-89.397434,"EASTERN TEMPERATE FORESTS"
70012908010661,42.258478,-89.751045,"EASTERN TEMPERATE FORESTS"
70013813010661,40.209849,-87.731987,"EASTERN TEMPERATE FORESTS"
70013895010661,40.072806,-87.796143,"EASTERN TEMPERATE FORESTS"
86094638010661,37.325378,-89.429629,"EASTERN TEMPERATE FORESTS"
86094882010661,37.290369,-89.288195,"EASTERN TEMPERATE FORESTS"
86099412010661,37.955424,-88.695536,"EASTERN TEMPERATE FORESTS"
86100075010661,37.525553,-88.088859,"EASTERN TEMPERATE FORESTS"
86100280010661,37.551739,-88.252004,"EASTERN TEMPERATE FORESTS"
86084555010661,37.687176,-89.496206,"EASTERN TEMPERATE FORESTS"
86084648010661,37.685377,-89.384914,"EASTERN TEMPERATE FORESTS"
86084738010661,37.847697,-89.546217,"EASTERN TEMPERATE FORESTS"
86085901010661,37.522155,-88.715095,"EASTERN TEMPERATE FORESTS"
86105151010661,37.582595,-88.695367,"EASTERN TEMPERATE FORESTS"
86105554010661,37.336104,-88.519974,"EASTERN TEMPERATE FORESTS"
86105708010661,37.473885,-88.642478,"EASTERN TEMPERATE FORESTS"
86106044010661,37.518587,-88.669205,"EASTERN TEMPERATE FORESTS"
86106131010661,37.487103,-88.531329,"EASTERN TEMPERATE FORESTS"
86106276010661,37.455015,-88.54095,"EASTERN TEMPERATE FORESTS"
86106389010661,37.408396,-88.529153,"EASTERN TEMPERATE FORESTS"
86106479010661,37.355438,-88.550749,"EASTERN TEMPERATE FORESTS"
86106653010661,37.510254,-88.568896,"EASTERN TEMPERATE FORESTS"
86107188010661,38.15686,-89.763185,"EASTERN TEMPERATE FORESTS"
86111398010661,37.399189,-89.057667,"EASTERN TEMPERATE FORESTS"
86111219010661,37.481872,-89.355346,"EASTERN TEMPERATE FORESTS"
86111624010661,37.534141,-89.390178,"EASTERN TEMPERATE FORESTS"
86111086010661,37.558397,-89.33919,"EASTERN TEMPERATE FORESTS"
86100783010661,38.070298,-88.367768,"EASTERN TEMPERATE FORESTS"
86100606010661,37.986988,-88.267361,"EASTERN TEMPERATE FORESTS"
86096078010661,39.104401,-90.676855,"EASTERN TEMPERATE FORESTS"
86097184010661,39.383262,-87.734561,"EASTERN TEMPERATE FORESTS"
86093405010661,39.119386,-88.933582,"EASTERN TEMPERATE FORESTS"
86085052010661,38.442758,-88.87856,"EASTERN TEMPERATE FORESTS"
86085549010661,38.982272,-90.415785,"EASTERN TEMPERATE FORESTS"
86085445010661,39.04514,-90.219392,"EASTERN TEMPERATE FORESTS"
86090464010661,39.309306,-89.977949,"EASTERN TEMPERATE FORESTS"
86090598010661,38.993142,-90.096562,"EASTERN TEMPERATE FORESTS"
86102878010661,39.26571,-89.195055,"EASTERN TEMPERATE FORESTS"
86107870010661,38.689461,-87.982157,"EASTERN TEMPERATE FORESTS"
86113151010661,38.597228,-88.479223,"EASTERN TEMPERATE FORESTS"
86096280010661,42.173334,-89.948337,"EASTERN TEMPERATE FORESTS"
86098152010661,42.120016,-87.769294,"EASTERN TEMPERATE FORESTS"
86098406010661,40.443021,-90.365673,"EASTERN TEMPERATE FORESTS"
86088529010661,40.286077,-89.315938,"EASTERN TEMPERATE FORESTS"
86140668010661,40.969213,-89.380423,"EASTERN TEMPERATE FORESTS"
86102367010661,41.28317,-90.759601,"EASTERN TEMPERATE FORESTS"
86104051010661,40.79684,-89.601157,"EASTERN TEMPERATE FORESTS"
86104963010661,39.507622,-90.710638,"EASTERN TEMPERATE FORESTS"
86104878010661,39.573765,-90.973439,"EASTERN TEMPERATE FORESTS"
86109286010661,39.717054,-89.684199,"EASTERN TEMPERATE FORESTS"
86110570010661,42.412216,-89.81146,"EASTERN TEMPERATE FORESTS"
86110886010661,40.507451,-89.572035,"EASTERN TEMPERATE FORESTS"
86112358010661,40.924826,-90.552801,"EASTERN TEMPERATE FORESTS"
86101913010661,40.818685,-89.443935,"EASTERN TEMPERATE FORESTS"
86101824010661,40.896857,-89.430303,"EASTERN TEMPERATE FORESTS"
96301718010661,37.185053,-89.432102,"EASTERN TEMPERATE FORESTS"
96301932010661,37.26747,-89.362868,"EASTERN TEMPERATE FORESTS"
96317855010661,37.799063,-89.520992,"EASTERN TEMPERATE FORESTS"
96319642010661,37.372883,-88.90618,"EASTERN TEMPERATE FORESTS"
96319416010661,37.526519,-88.984675,"EASTERN TEMPERATE FORESTS"
96319735010661,37.495338,-88.732072,"EASTERN TEMPERATE FORESTS"
96325550010661,37.145258,-88.655871,"EASTERN TEMPERATE FORESTS"
96325644010661,37.162725,-88.514467,"EASTERN TEMPERATE FORESTS"
96310888010661,37.522174,-88.53171,"EASTERN TEMPERATE FORESTS"
96312636010661,37.627857,-88.488126,"EASTERN TEMPERATE FORESTS"
96312833010661,37.608435,-88.613566,"EASTERN TEMPERATE FORESTS"
96339398010661,37.512139,-89.335335,"EASTERN TEMPERATE FORESTS"
96314882010661,37.437457,-89.328328,"EASTERN TEMPERATE FORESTS"
96314947010661,37.588215,-89.287693,"EASTERN TEMPERATE FORESTS"
96298168010661,38.652274,-88.317508,"EASTERN TEMPERATE FORESTS"
96327655010661,38.147671,-89.092874,"EASTERN TEMPERATE FORESTS"
96319008010661,38.99245,-90.50882,"EASTERN TEMPERATE FORESTS"
96321601010661,38.740534,-87.777936,"EASTERN TEMPERATE FORESTS"
96324139010661,38.925271,-90.236944,"EASTERN TEMPERATE FORESTS"
96313726010661,39.31807,-88.514122,"EASTERN TEMPERATE FORESTS"
96316368010661,38.484537,-88.49508,"EASTERN TEMPERATE FORESTS"
96337245010661,39.910637,-90.842238,"EASTERN TEMPERATE FORESTS"
96304122010661,40.391729,-90.382165,"EASTERN TEMPERATE FORESTS"
96306393010661,41.488288,-90.308535,"EASTERN TEMPERATE FORESTS"
96317396010661,40.979735,-87.699376,"EASTERN TEMPERATE FORESTS"
96319298010661,42.201305,-90.210248,"EASTERN TEMPERATE FORESTS"
96335724010661,42.186368,-87.915739,"EASTERN TEMPERATE FORESTS"
96323344010661,40.574217,-88.673563,"EASTERN TEMPERATE FORESTS"
96325048010661,41.074909,-89.331314,"EASTERN TEMPERATE FORESTS"
96309021010661,42.153189,-89.22871,"EASTERN TEMPERATE FORESTS"
96309265010661,40.87885,-89.857708,"EASTERN TEMPERATE FORESTS"
96339166010661,41.391897,-90.68958,"EASTERN TEMPERATE FORESTS"
96336976010661,40.526135,-89.734209,"EASTERN TEMPERATE FORESTS"
96333430010661,40.064485,-87.574719,"EASTERN TEMPERATE FORESTS"
96333700010661,40.661064,-89.117874,"EASTERN TEMPERATE FORESTS"
102166693010661,37.286332,-89.320672,"EASTERN TEMPERATE FORESTS"
102166714010661,37.33062,-89.356165,"EASTERN TEMPERATE FORESTS"
102166672010661,37.510569,-88.322971,"EASTERN TEMPERATE FORESTS"
66658535010661,37.502475,-88.339837,"EASTERN TEMPERATE FORESTS"
66695804010661,37.49538,-88.493271,"EASTERN TEMPERATE FORESTS"
102166723010661,37.433642,-89.331612,"EASTERN TEMPERATE FORESTS"
66659721010661,39.011033,-89.412303,"EASTERN TEMPERATE FORESTS"
66667348010661,39.161022,-87.732665,"EASTERN TEMPERATE FORESTS"
66705876010661,39.423105,-88.784308,"EASTERN TEMPERATE FORESTS"
66659351010661,39.852139,-90.979587,"EASTERN TEMPERATE FORESTS"
66683909010661,41.167439,-91.022177,"EASTERN TEMPERATE FORESTS"
102493356010661,37.319903,-89.349705,"EASTERN TEMPERATE FORESTS"
102493341010661,37.22985,-89.367953,"EASTERN TEMPERATE FORESTS"
66970015010661,37.9847,-88.95467,"EASTERN TEMPERATE FORESTS"
66956302010661,38.07528,-88.415066,"EASTERN TEMPERATE FORESTS"
102493284010661,37.526305,-88.244157,"EASTERN TEMPERATE FORESTS"
102493326010661,37.505902,-88.362382,"EASTERN TEMPERATE FORESTS"
66972540010661,37.552107,-88.314963,"EASTERN TEMPERATE FORESTS"
102493359010661,37.838593,-89.644772,"EASTERN TEMPERATE FORESTS"
102493347010661,37.605885,-89.414729,"EASTERN TEMPERATE FORESTS"
66939812010661,37.797037,-89.315904,"EASTERN TEMPERATE FORESTS"
66982900010661,37.354297,-88.678803,"EASTERN TEMPERATE FORESTS"
102493350010661,37.522649,-89.435108,"EASTERN TEMPERATE FORESTS"
102493353010661,37.39039,-89.316284,"EASTERN TEMPERATE FORESTS"
66940775010661,38.370231,-89.107048,"EASTERN TEMPERATE FORESTS"
66941087010661,38.204396,-89.010987,"EASTERN TEMPERATE FORESTS"
66964766010661,42.13103,-88.208674,"EASTERN TEMPERATE FORESTS"
66944882010661,40.942073,-90.116286,"EASTERN TEMPERATE FORESTS"
102142959010661,37.323958,-89.288219,"EASTERN TEMPERATE FORESTS"
102142940010661,37.625854,-88.277183,"EASTERN TEMPERATE FORESTS"
102142933010661,37.802683,-89.488449,"EASTERN TEMPERATE FORESTS"
102142920010661,37.551071,-88.548556,"EASTERN TEMPERATE FORESTS"
102142936010661,37.540283,-88.688585,"EASTERN TEMPERATE FORESTS"
102142946010661,37.552254,-88.455916,"EASTERN TEMPERATE FORESTS"
70009401010661,37.368932,-88.536743,"EASTERN TEMPERATE FORESTS"
102142956010661,37.569002,-89.404692,"EASTERN TEMPERATE FORESTS"
70015954010661,37.679503,-89.142915,"EASTERN TEMPERATE FORESTS"
70020974010661,39.38485,-87.922521,"EASTERN TEMPERATE FORESTS"
70008357010661,40.825552,-89.808663,"EASTERN TEMPERATE FORESTS"
70012106010661,40.177594,-90.529325,"EASTERN TEMPERATE FORESTS"
70014036010661,39.915325,-87.537185,"EASTERN TEMPERATE FORESTS"
86140961010661,37.261646,-89.114129,"EASTERN TEMPERATE FORESTS"
86108874010661,37.626732,-88.417865,"EASTERN TEMPERATE FORESTS"
86084833010661,39.087508,-88.176766,"EASTERN TEMPERATE FORESTS"
86107739010661,38.670309,-88.132818,"EASTERN TEMPERATE FORESTS"
86098513010661,40.395637,-90.085714,"EASTERN TEMPERATE FORESTS"
96314867010661,37.434295,-89.149231,"EASTERN TEMPERATE FORESTS"
86138760010661,40.632899,-90.009751,"EASTERN TEMPERATE FORESTS"
96305906010661,37.558121,-88.293723,"EASTERN TEMPERATE FORESTS"
66751481010661,37.550063,-88.798144,"EASTERN TEMPERATE FORESTS"
96315175010661,37.340304,-89.32159,"EASTERN TEMPERATE FORESTS"
96337552010661,39.073655,-88.905039,"EASTERN TEMPERATE FORESTS"
66748677010661,39.023507,-90.481346,"EASTERN TEMPERATE FORESTS"
96312432010661,38.470218,-90.076782,"EASTERN TEMPERATE FORESTS"
96303322010661,40.007693,-90.361856,"EASTERN TEMPERATE FORESTS"
66661543010661,39.393303,-90.813067,"EASTERN TEMPERATE FORESTS"
66675942010661,40.575985,-89.878547,"EASTERN TEMPERATE FORESTS"
66740421010661,39.977186,-89.960075,"EASTERN TEMPERATE FORESTS"
66705065010661,40.094939,-90.535738,"EASTERN TEMPERATE FORESTS"
102493317010661,37.232061,-89.421147,"EASTERN TEMPERATE FORESTS"
247109037010661,37.611251,-89.257402,"EASTERN TEMPERATE FORESTS"
102493290010661,37.443336,-88.630292,"EASTERN TEMPERATE FORESTS"
66981734010661,37.527635,-88.475443,"EASTERN TEMPERATE FORESTS"
66664324010661,39.396993,-87.816824,"EASTERN TEMPERATE FORESTS"
66975029010661,38.306883,-90.213018,"EASTERN TEMPERATE FORESTS"
66970509010661,40.478279,-90.11432,"EASTERN TEMPERATE FORESTS"
66949723010661,40.29498,-90.510284,"EASTERN TEMPERATE FORESTS"
247109052010661,37.405008,-88.707524,"EASTERN TEMPERATE FORESTS"
70007060010661,39.369644,-90.008625,"EASTERN TEMPERATE FORESTS"
70006133010661,42.358263,-88.363901,"EASTERN TEMPERATE FORESTS"
70008716010661,38.156625,-89.32236,"EASTERN TEMPERATE FORESTS"
70004642010661,38.497003,-88.769807,"EASTERN TEMPERATE FORESTS"
70007279010661,38.324998,-90.19024,"EASTERN TEMPERATE FORESTS"
70018374010661,39.893883,-91.40007,"EASTERN TEMPERATE FORESTS"
70020182010661,40.048287,-90.074936,"EASTERN TEMPERATE FORESTS"
70022194010661,41.528285,-87.743059,"EASTERN TEMPERATE FORESTS"
23652067010900,41.788646,-123.87113,"NORTHWESTERN FORESTED MOUNTAINS"
23651220010900,41.610176,-123.844267,"NORTHWESTERN FORESTED MOUNTAINS"
23664560010900,40.91256,-123.865836,"MARINE WEST COAST FOREST"
23665925010900,41.090714,-123.599261,"NORTHWESTERN FORESTED MOUNTAINS"
23666143010900,41.116551,-123.742682,"NORTHWESTERN FORESTED MOUNTAINS"
23663262010900,40.613255,-123.977566,"MARINE WEST COAST FOREST"
23661748010900,40.386608,-124.107704,"MARINE WEST COAST FOREST"
23664397010900,40.785251,-123.703787,"NORTHWESTERN FORESTED MOUNTAINS"
23666833010900,41.264151,-123.614598,"NORTHWESTERN FORESTED MOUNTAINS"
23661085010900,40.214704,-124.074578,"MARINE WEST COAST FOREST"
23662259010900,40.440677,-123.926881,"MARINE WEST COAST FOREST"
23662093010900,40.422453,-123.832068,"NORTHWESTERN FORESTED MOUNTAINS"
23664156010900,40.755631,-123.870097,"NORTHWESTERN FORESTED MOUNTAINS"
23685498010900,38.835124,-123.524286,"MARINE WEST COAST FOREST"
23686233010900,38.926448,-123.303298,"MARINE WEST COAST FOREST"
23690539010900,39.85086,-123.208658,"NORTHWESTERN FORESTED MOUNTAINS"
23690151010900,39.766304,-123.724262,"MARINE WEST COAST FOREST"
23688736010900,39.510189,-123.516357,"NORTHWESTERN FORESTED MOUNTAINS"
23691074010900,39.987105,-123.580392,"NORTHWESTERN FORESTED MOUNTAINS"
23690380010900,39.867837,-123.07111,"NORTHWESTERN FORESTED MOUNTAINS"
23688462010900,39.452832,-123.649524,"MARINE WEST COAST FOREST"
23686556010900,39.009161,-123.27787,"MARINE WEST COAST FOREST"
23689681010900,39.741467,-122.914129,"NORTHWESTERN FORESTED MOUNTAINS"
23689077010900,39.523745,-123.003639,"NORTHWESTERN FORESTED MOUNTAINS"
23687296010900,39.183038,-123.430676,"MARINE WEST COAST FOREST"
23687105010900,39.15833,-123.296544,"MEDITERRANEAN CALIFORNIA"
23689249010900,39.647507,-123.684186,"MARINE WEST COAST FOREST"
23743806010900,38.583816,-123.071033,"MARINE WEST COAST FOREST"
23743282010900,38.414901,-123.027674,"MARINE WEST COAST FOREST"
23709013010900,40.188463,-120.897375,"NORTHWESTERN FORESTED MOUNTAINS"
23677201010900,40.410069,-120.793291,"NORTHWESTERN FORESTED MOUNTAINS"
23677522010900,40.543676,-121.133484,"NORTHWESTERN FORESTED MOUNTAINS"
13232375010497,40.983434,-120.994221,"NORTHWESTERN FORESTED MOUNTAINS"
23678276010900,40.685672,-120.994755,"NORTHWESTERN FORESTED MOUNTAINS"
23678574010900,40.713118,-120.837078,"NORTHWESTERN FORESTED MOUNTAINS"
23679655010900,41.032084,-121.1724,"NORTHWESTERN FORESTED MOUNTAINS"
23677726010900,40.505443,-120.977077,"NORTHWESTERN FORESTED MOUNTAINS"
13235344010497,41.373832,-120.92033,"NORTHWESTERN FORESTED MOUNTAINS"
23692594010900,41.329012,-120.779528,"NORTHWESTERN FORESTED MOUNTAINS"
13235673010497,41.465019,-121.400102,"NORTHWESTERN FORESTED MOUNTAINS"
23693694010900,41.630372,-121.422429,"NORTHWESTERN FORESTED MOUNTAINS"
23692424010900,41.369088,-121.232991,"NORTHWESTERN FORESTED MOUNTAINS"
23694618010900,41.971594,-121.178388,"NORTHWESTERN FORESTED MOUNTAINS"
13234912010497,41.682821,-120.96585,"NORTHWESTERN FORESTED MOUNTAINS"
23730656010900,41.093019,-121.964649,"NORTHWESTERN FORESTED MOUNTAINS"
23729515010900,40.954916,-122.127138,"NORTHWESTERN FORESTED MOUNTAINS"
23729751010900,40.930636,-121.669572,"NORTHWESTERN FORESTED MOUNTAINS"
23727423010900,40.80461,-122.534224,"NORTHWESTERN FORESTED MOUNTAINS"
23729915010900,40.980114,-121.83122,"NORTHWESTERN FORESTED MOUNTAINS"
23726362010900,40.472095,-121.740365,"NORTHWESTERN FORESTED MOUNTAINS"
23731071010900,41.116343,-121.672355,"NORTHWESTERN FORESTED MOUNTAINS"
23728326010900,40.791045,-121.784113,"NORTHWESTERN FORESTED MOUNTAINS"
23742354010900,41.995313,-123.256193,"NORTHWESTERN FORESTED MOUNTAINS"
23740722010900,41.787835,-123.08726,"NORTHWESTERN FORESTED MOUNTAINS"
23739938010900,41.73611,-122.095436,"NORTHWESTERN FORESTED MOUNTAINS"
23738388010900,41.589029,-121.765616,"NORTHWESTERN FORESTED MOUNTAINS"
23741114010900,41.873896,-122.899668,"NORTHWESTERN FORESTED MOUNTAINS"
23737422010900,41.49049,-123.214977,"NORTHWESTERN FORESTED MOUNTAINS"
23735310010900,41.300948,-123.010094,"NORTHWESTERN FORESTED MOUNTAINS"
23736366010900,41.447663,-123.330282,"NORTHWESTERN FORESTED MOUNTAINS"
23733492010900,41.198652,-123.137252,"NORTHWESTERN FORESTED MOUNTAINS"
23741521010900,41.930312,-123.413012,"NORTHWESTERN FORESTED MOUNTAINS"
41118068010497,41.983942,-123.096231,"NORTHWESTERN FORESTED MOUNTAINS"
23737690010900,41.502169,-122.670628,"NORTHWESTERN FORESTED MOUNTAINS"
23736849010900,41.485271,-123.003973,"NORTHWESTERN FORESTED MOUNTAINS"
23738784010900,41.646088,-123.064253,"NORTHWESTERN FORESTED MOUNTAINS"
23742589010900,41.984165,-122.741655,"NORTHWESTERN FORESTED MOUNTAINS"
23739186010900,41.643302,-121.573096,"NORTHWESTERN FORESTED MOUNTAINS"
23737948010900,41.567833,-122.074077,"NORTHWESTERN FORESTED MOUNTAINS"
23735782010900,41.357702,-122.678759,"NORTHWESTERN FORESTED MOUNTAINS"
41117649010497,41.98597,-123.130749,"NORTHWESTERN FORESTED MOUNTAINS"
23741697010900,41.917399,-122.63543,"NORTHWESTERN FORESTED MOUNTAINS"
23733930010900,41.248737,-122.491465,"NORTHWESTERN FORESTED MOUNTAINS"
23739748010900,41.743852,-122.226958,"NORTHWESTERN FORESTED MOUNTAINS"
23734431010900,41.245209,-121.934943,"NORTHWESTERN FORESTED MOUNTAINS"
23733272010900,41.14281,-123.068545,"NORTHWESTERN FORESTED MOUNTAINS"
23750278010900,40.509012,-123.327091,"NORTHWESTERN FORESTED MOUNTAINS"
23749238010900,40.316895,-123.451755,"NORTHWESTERN FORESTED MOUNTAINS"
23750970010900,40.664112,-123.33555,"NORTHWESTERN FORESTED MOUNTAINS"
23753406010900,41.004318,-123.103944,"NORTHWESTERN FORESTED MOUNTAINS"
23749767010900,40.356878,-123.328968,"NORTHWESTERN FORESTED MOUNTAINS"
23750434010900,40.509097,-122.85697,"NORTHWESTERN FORESTED MOUNTAINS"
23753106010900,40.951953,-123.26978,"NORTHWESTERN FORESTED MOUNTAINS"
23752092010900,40.808485,-123.199078,"NORTHWESTERN FORESTED MOUNTAINS"
23748798010900,40.140725,-123.447251,"NORTHWESTERN FORESTED MOUNTAINS"
23751193010900,40.708463,-123.078952,"NORTHWESTERN FORESTED MOUNTAINS"
23752328010900,40.853472,-123.403111,"NORTHWESTERN FORESTED MOUNTAINS"
23752675010900,40.859974,-123.073271,"NORTHWESTERN FORESTED MOUNTAINS"
23749600010900,40.35615,-123.533981,"NORTHWESTERN FORESTED MOUNTAINS"
23647738010900,39.710758,-121.347098,"NORTHWESTERN FORESTED MOUNTAINS"
23647342010900,39.661568,-121.496421,"MEDITERRANEAN CALIFORNIA"
23648339010900,39.951932,-121.514697,"NORTHWESTERN FORESTED MOUNTAINS"
23650406010900,39.381947,-122.681479,"MEDITERRANEAN CALIFORNIA"
23655366010900,38.885932,-120.78359,"NORTHWESTERN FORESTED MOUNTAINS"
23654502010900,38.756113,-120.460506,"NORTHWESTERN FORESTED MOUNTAINS"
23654375010900,38.802726,-120.615883,"NORTHWESTERN FORESTED MOUNTAINS"
